Patient,20,21,CD20 B cell,CD209+ imm.,CD3 T cell,CD4 T cell,CD44+ str.,CD8 T cell,ColI+ FB,Dendritic cell,FB,FN+ FB,FoxP3 Treg,Macrophage,NK cell,Neutrophil,Pericyte SMA+FB,Quies. str.,Vim+ FB,endothelial
00-13520-8C,,,0.004689942678478374,,,0.18968212610734758,0.0020844189682126106,0.11255862428348098,0.005732152162584679,,0.028139656070870246,,,0.018238665971860343,,,,0.3163105784262637,0.28660760812923397,0.03595622720166754
00-18339-2E,,,0.0,,,0.16507177033492823,0.0,0.08851674641148326,0.007177033492822967,,0.0645933014354067,,,0.03110047846889952,,,,0.3062200956937799,0.3157894736842105,0.0215311004784689
00-25691-4E,,,0.0,,,0.08013217678645188,0.040479140850888065,0.0322180916976456,0.01486988847583643,,0.28831061544816194,,,0.033044196612969846,,,,0.1697645600991326,0.30689797604295743,0.034283353985956215
00-8939-2D,,,0.0,,,0.02197802197802198,0.01098901098901099,0.002997002997002997,0.011988011988011988,,0.04595404595404595,,,0.027972027972027972,,,,0.5294705294705294,0.2907092907092907,0.057942057942057944
01-16333-3D,,,0.0017459038409884501,,,0.21837228041901693,0.0408272898200376,0.282433521353747,0.00026860059092130003,,0.044453397797475154,,,0.15135643298415258,,,,0.08071447757185066,0.11482675261885576,0.06500134300295461
01-20792-3H,,,0.000591715976331361,,,0.22958579881656804,0.027218934911242602,0.06568047337278106,0.000591715976331361,,0.01242603550295858,,,0.14319526627218934,,,,0.11124260355029586,0.38461538461538464,0.02485207100591716
01-22975-1E,,,0.009073233959818535,,,0.32274789371354506,0.011665586519766688,0.09591704471808166,0.023331173039533377,,0.0965651328580687,,,0.057679844458846406,,,,0.20609202851587816,0.1425793907971484,0.034348671419313026
01-24001-1O,,,0.0,,,0.04275092936802974,0.01486988847583643,0.05018587360594796,0.00929368029739777,,0.06691449814126393,,,0.05204460966542751,,,,0.09107806691449814,0.6171003717472119,0.055762081784386616
01-5730-4A,,,0.0,,,0.02262443438914027,0.0011312217194570137,0.0746606334841629,0.0444947209653092,,0.16025641025641027,,,0.032805429864253395,,,,0.027149321266968326,0.6255656108597285,0.011312217194570135
02-5218-4K,,,0.0,,,0.03272450532724505,0.0,0.0167427701674277,0.0,,0.0,,,0.0380517503805175,,,,0.4094368340943683,0.4954337899543379,0.0076103500761035
02-7281-5E,,,0.0,,,0.2206405693950178,0.0,0.0035587188612099642,0.0035587188612099642,,0.0498220640569395,,,0.010676156583629894,,,,0.2846975088967972,0.3736654804270463,0.05338078291814947
02-9184-3G,,,0.00255792958170328,,,0.43560036111947037,0.006470057177249473,0.045741799578693954,0.0,,0.004363526933493831,,,0.2291603972314174,,,,0.11330123382485706,0.14219079145350585,0.020613903099608786
03-12457-2O,,,0.0,,,0.004878048780487805,0.02195121951219512,0.0024390243902439024,0.0,,0.40487804878048783,,,0.00975609756097561,,,,0.1878048780487805,0.348780487804878,0.01951219512195122
03-16197-1F,,,0.0,,,0.020833333333333332,0.020833333333333332,0.0625,0.0,,0.0,,,0.0,,,,0.5,0.3125,0.08333333333333333
03-2396-3C,,,0.0,,,0.04866743916570104,0.002317497103128621,0.04982618771726535,0.0011587485515643105,,0.01738122827346466,,,0.046349942062572425,,,,0.3383545770567787,0.45654692931633833,0.039397450753186555
03-7604-1P,,,0.0,,,0.024922118380062305,0.006230529595015576,0.012461059190031152,0.0,,0.003115264797507788,,,0.040498442367601244,,,,0.5700934579439252,0.308411214953271,0.03426791277258567
05-15168-7B,,,0.0,,,0.3424242424242424,0.006060606060606061,0.07272727272727272,0.03333333333333333,,0.048484848484848485,,,0.021212121212121213,,,,0.03939393939393939,0.3606060606060606,0.07575757575757576
1,0.001869158878504673,,0.001869158878504673,,0.029906542056074768,,,,,,,0.8037383177570093,,0.007476635514018692,,,0.03364485981308411,0.013084112149532711,0.08598130841121496,0.022429906542056073
10,0.0,,0.0046801872074883,,0.0187207488299532,,,,,,,0.46801872074882994,,0.0249609984399376,,,0.0015600624024961,0.23400936037441497,0.21060842433697347,0.0374414976599064
100,0.0,,0.02053231939163498,,0.02053231939163498,,,,,,,0.08288973384030418,,0.2539923954372624,,,0.018250950570342206,0.4068441064638783,0.18935361216730037,0.0076045627376425855
101,0.0,,0.005305039787798408,,0.010610079575596816,,,,,,,0.11671087533156499,,0.0610079575596817,,,0.026525198938992044,0.6843501326259946,0.06631299734748011,0.029177718832891247
103,0.0,,0.0016246953696181965,,0.003249390739236393,,,,,,,0.8740861088545898,,0.003249390739236393,,,0.01462225832656377,0.021121039805036556,0.05848903330625508,0.023558082859463852
104,0.0,,0.0027548209366391185,,0.008264462809917356,,,,,,,0.25068870523415976,,0.05785123966942149,,,0.013774104683195593,0.15702479338842976,0.3608815426997245,0.1487603305785124
106,0.0,,0.007209805335255948,,0.03316510454217736,,,,,,,0.17447728911319393,,0.011535688536409516,,,0.10454217736121124,0.5436193222782985,0.11535688536409516,0.010093727469358327
107,0.0035190615835777126,,0.0005865102639296188,,0.6293255131964809,,,,,,,0.1372434017595308,,0.05161290322580645,,,0.0011730205278592375,0.0780058651026393,0.04105571847507331,0.05747800586510264
108,0.0,,0.0074503311258278145,,0.02152317880794702,,,,,,,0.20612582781456953,,0.1423841059602649,,,0.36423841059602646,0.0347682119205298,0.13079470198675497,0.09271523178807947
109,0.0,,0.0,,0.0008539709649871904,,,,,,,0.41588385994876176,,0.011955593509820665,,,0.03159692570452605,0.21690862510674638,0.31596925704526047,0.006831767719897523
11,0.0,,0.09599395313681028,,0.30309901738473166,,,,,,,0.025699168556311415,,0.055933484504913075,,,0.009826152683295541,0.3885109599395314,0.03552532123960695,0.0854119425547997
110,0.0,,0.002902757619738752,,0.1378809869375907,,,,,,,0.35268505079825835,,0.03918722786647315,,,0.023222060957910014,0.07547169811320754,0.2409288824383164,0.12772133526850507
112,0.0012903225806451613,,0.0025806451612903226,,0.007741935483870968,,,,,,,0.18838709677419355,,0.10838709677419354,,,0.15225806451612903,0.48774193548387096,0.03483870967741935,0.016774193548387096
113,0.0,,0.0,,0.0024968789013732834,,,,,,,0.05181023720349563,,0.1373283395755306,,,0.0149812734082397,0.6754057428214731,0.11298377028714107,0.004993757802746567
114,0.0,,0.01804123711340206,,0.010309278350515464,,,,,,,0.020618556701030927,,0.015463917525773196,,,0.20876288659793815,0.44329896907216493,0.15979381443298968,0.12371134020618557
115,0.0,,0.002368265245707519,,0.056246299585553584,,,,,,,0.06808762581409118,,0.03848431024274719,,,0.011249259917110717,0.1267021906453523,0.38543516873889877,0.3114268798105388
116,0.003562099263832819,,0.06862977914984564,,0.28876751365471387,,,,,,,0.23201139871764426,,0.020660175730230348,,,0.034671099501306105,0.05105675611493707,0.1462835431014011,0.15435763476608882
117,0.0,,0.002127659574468085,,0.01276595744680851,,,,,,,0.00425531914893617,,0.0851063829787234,,,0.00425531914893617,0.6957446808510638,0.11063829787234042,0.0851063829787234
118,0.0,,0.0,,0.005945303210463734,,,,,,,0.38525564803804996,,0.016646848989298454,,,0.04875148632580262,0.10107015457788347,0.31866825208085614,0.12366230677764566
119,0.0,,0.00243605359317905,,0.012180267965895249,,,,,,,0.21315468940316687,,0.00243605359317905,,,0.001218026796589525,0.6772228989037758,0.08160779537149818,0.0097442143727162
12,0.0,,0.04013377926421405,,0.3377926421404682,,,,,,,0.26421404682274247,,0.026755852842809364,,,0.011705685618729096,0.09531772575250837,0.1806020066889632,0.043478260869565216
120,0.0,,0.0012953367875647669,,0.003238341968911917,,,,,,,0.03821243523316062,,0.021373056994818652,,,0.10816062176165803,0.7059585492227979,0.10427461139896373,0.017487046632124352
121,0.0,,0.00395882818685669,,0.013460015835312747,,,,,,,0.05304829770387965,,0.06096595407759303,,,0.07046714172604909,0.6888361045130641,0.09184481393507522,0.01741884402216944
122,0.0,,0.0,,0.0009107468123861566,,,,,,,0.5309653916211293,,0.0018214936247723133,,,0.014571948998178506,0.11202185792349727,0.28051001821493626,0.05919854280510018
123,0.0,,0.0,,0.007692307692307693,,,,,,,0.5923076923076923,,0.04230769230769231,,,0.0038461538461538464,0.27692307692307694,0.038461538461538464,0.038461538461538464
124,0.0,,0.0,,0.0,,,,,,,0.024390243902439025,,0.0,,,0.17682926829268292,0.725609756097561,0.06707317073170732,0.006097560975609756
125,0.0026845637583892616,,0.005369127516778523,,0.028187919463087248,,,,,,,0.47651006711409394,,0.016107382550335572,,,0.04161073825503356,0.14093959731543623,0.22818791946308725,0.06040268456375839
127,0.0,,0.007444168734491315,,0.004962779156327543,,,,,,,0.009925558312655087,,0.004962779156327543,,,0.0024813895781637717,0.5210918114143921,0.22580645161290322,0.22332506203473945
13,0.0,,0.0010090817356205853,,0.0010090817356205853,,,,,,,0.6740665993945509,,0.0010090817356205853,,,0.018163471241170535,0.20887991927346114,0.050454086781029264,0.045408678102926335
130,0.0,,0.0,,0.0009433962264150943,,,,,,,0.1349056603773585,,0.010377358490566037,,,0.045283018867924525,0.5839622641509434,0.22452830188679246,0.0
131,0.0,,0.0,,0.002074688796680498,,,,,,,0.3775933609958506,,0.016597510373443983,,,0.02074688796680498,0.043568464730290454,0.35892116182572614,0.18049792531120332
133,0.0008271298593879239,,0.0033085194375516956,,0.05789909015715467,,,,,,,0.12489660876757651,,0.014061207609594707,,,0.0,0.6815550041356493,0.05789909015715467,0.05955334987593052
134,0.0011655011655011655,,0.05536130536130536,,0.20512820512820512,,,,,,,0.14219114219114218,,0.07459207459207459,,,0.009324009324009324,0.40734265734265734,0.08158508158508158,0.023310023310023312
136,0.0,,0.022400919012062034,,0.08443423319931075,,,,,,,0.024124066628374498,,0.048248133256748996,,,0.20562894887995406,0.4279149913842619,0.167145318782309,0.020103388856978748
137,0.0,,0.04976958525345622,,0.2903225806451613,,,,,,,0.09861751152073733,,0.030414746543778803,,,0.02488479262672811,0.4119815668202765,0.054377880184331796,0.03963133640552995
138,0.0,,0.0007818608287724785,,0.008600469116497263,,,,,,,0.01641907740422205,,0.08991399530883502,,,0.017200938232994525,0.8037529319781079,0.029710711493354185,0.033620015637216574
14,0.00046253469010175765,,0.005087881591119334,,0.1484736355226642,,,,,,,0.034227567067530065,,0.09990749306197964,,,0.018501387604070305,0.23635522664199815,0.24606845513413506,0.21091581868640147
140,0.0,,0.005738880918220947,,0.01721664275466284,,,,,,,0.6886657101865137,,0.03443328550932568,,,0.047345767575322814,0.06169296987087518,0.11908177905308465,0.02582496413199426
142,0.0,,0.046413502109704644,,0.03375527426160337,,,,,,,0.2616033755274262,,0.004219409282700422,,,0.16033755274261605,0.29957805907172996,0.18565400843881857,0.008438818565400843
144,0.0,,0.30002830455703366,,0.3235210868949901,,,,,,,0.06594961788848004,,0.008208321539767903,,,0.03877724313614492,0.16190206623266346,0.07217662043589018,0.02943673931502972
145,0.0,,0.015169194865810968,,0.10968494749124855,,,,,,,0.12427071178529756,,0.043757292882147025,,,0.0011668611435239206,0.49766627771295213,0.09334889148191365,0.11493582263710618
147,0.0,,0.03015075376884422,,0.12060301507537688,,,,,,,0.04020100502512563,,0.07537688442211055,,,0.12562814070351758,0.06532663316582915,0.35678391959798994,0.18592964824120603
148,0.0,,0.029595902105862264,,0.06602162777461583,,,,,,,0.09106431417188389,,0.03870233352305066,,,0.03016505406943654,0.5919180421172453,0.13204325554923166,0.020489470688673878
15,0.00031756113051762465,,0.00952683391552874,,0.29914258494760243,,,,,,,0.006986344871387742,,0.11305176246427437,,,0.006986344871387742,0.0914576055890759,0.2511908542394411,0.22134010797078438
150,0.002255639097744361,,0.0,,0.010526315789473684,,,,,,,0.6969924812030075,,0.24060150375939848,,,0.0007518796992481203,0.009022556390977444,0.018796992481203006,0.021052631578947368
151,0.0,,0.011968085106382979,,0.40691489361702127,,,,,,,0.03590425531914894,,0.03590425531914894,,,0.007978723404255319,0.13031914893617022,0.041223404255319146,0.32978723404255317
153,0.0,,0.0,,0.020192307692307693,,,,,,,0.5663461538461538,,0.04038461538461539,,,0.022115384615384617,0.1201923076923077,0.19807692307692307,0.032692307692307694
154,0.0,,0.0,,0.0014204545454545455,,,,,,,0.2372159090909091,,0.015625,,,0.02556818181818182,0.5198863636363636,0.19744318181818182,0.002840909090909091
155,0.0,,0.0760039827414537,,0.10222369731164951,,,,,,,0.02190507799535347,,0.0019913707268503153,,,0.001659475605708596,0.6226352472618653,0.01659475605708596,0.1569863923000332
156,0.0,,0.0,,0.0,,,,,,,0.19471947194719472,,0.009900990099009901,,,0.1716171617161716,0.5115511551155115,0.0594059405940594,0.052805280528052806
157,0.0058309037900874635,,0.011661807580174927,,0.07871720116618076,,,,,,,0.43731778425655976,,0.03206997084548105,,,0.04081632653061224,0.16034985422740525,0.21865889212827988,0.014577259475218658
159,0.0,,0.004518072289156626,,0.03162650602409638,,,,,,,0.17093373493975902,,0.004518072289156626,,,0.12650602409638553,0.46987951807228917,0.1716867469879518,0.02033132530120482
16,0.0,,0.0,,0.010869565217391304,,,,,,,0.17028985507246377,,0.0036231884057971015,,,0.08695652173913043,0.572463768115942,0.15217391304347827,0.0036231884057971015
160,0.0,,0.0013966480446927375,,0.006983240223463687,,,,,,,0.2807262569832402,,0.0111731843575419,,,0.05027932960893855,0.5502793296089385,0.06564245810055866,0.0335195530726257
161,0.0007558578987150416,,0.0,,0.010582010582010581,,,,,,,0.08767951625094482,,0.07256235827664399,,,0.07482993197278912,0.381708238851096,0.31519274376417233,0.05668934240362812
163,0.0,,0.0,,0.023059617547806523,,,,,,,0.39595050618672667,,0.00281214848143982,,,0.003374578177727784,0.4831271091113611,0.06017997750281215,0.031496062992125984
164,0.0,,0.0,,0.0010741138560687433,,,,,,,0.9108485499462943,,0.00322234156820623,,,0.0021482277121374865,0.00966702470461869,0.06015037593984962,0.01288936627282492
165,0.0009345794392523365,,0.010280373831775701,,0.07850467289719626,,,,,,,0.4635514018691589,,0.05794392523364486,,,0.025233644859813085,0.10654205607476636,0.2046728971962617,0.052336448598130844
166,0.0,,0.0,,0.007616974972796518,,,,,,,0.1969532100108814,,0.03373231773667029,,,0.013057671381936888,0.31229597388465724,0.3710554951033732,0.06528835690968444
168,0.0008176614881439084,,0.006541291905151268,,0.022076860179885527,,,,,,,0.2583810302534751,,0.014717906786590351,,,0.0024529844644317253,0.5551921504497138,0.07686017988552739,0.06295993458708095
169,0.0,,0.0028089887640449437,,0.0056179775280898875,,,,,,,0.09831460674157304,,0.020599250936329586,,,0.05149812734082397,0.7069288389513109,0.10112359550561797,0.013108614232209739
17,0.0013175230566534915,,0.002635046113306983,,0.015810276679841896,,,,,,,0.3359683794466403,,0.052700922266139656,,,0.10013175230566534,0.043478260869565216,0.32674571805006586,0.12121212121212122
170,0.0,,0.0018248175182481751,,0.0018248175182481751,,,,,,,0.8667883211678832,,0.016423357664233577,,,0.0036496350364963502,0.0,0.04562043795620438,0.06386861313868614
171,0.0,,0.0,,0.010821133036282623,,,,,,,0.12030553787396563,,0.0038192234245703373,,,0.01782304264799491,0.7084659452577976,0.0732017823042648,0.06556333545512412
172,0.0,,0.0,,0.002197802197802198,,,,,,,0.11098901098901098,,0.001098901098901099,,,0.006593406593406593,0.721978021978022,0.14725274725274726,0.00989010989010989
174,0.0,,0.001736111111111111,,0.013888888888888888,,,,,,,0.08680555555555555,,0.029513888888888888,,,0.11458333333333333,0.6284722222222222,0.1111111111111111,0.013888888888888888
176,0.0,,0.0006199628022318661,,0.0043397396156230625,,,,,,,0.0006199628022318661,,0.0043397396156230625,,,0.069435833849969,0.6683199008059516,0.1314321140731556,0.12089274643521389
178,0.0,,0.008665511265164644,,0.0034662045060658577,,,,,,,0.11611785095320624,,0.0,,,0.01733102253032929,0.7001733102253033,0.14038128249566725,0.01386481802426343
179,0.0,,0.011944260119442602,,0.36828135368281356,,,,,,,0.0411413404114134,,0.0325149303251493,,,0.0,0.0902455209024552,0.19907100199071,0.25680159256801594
18,0.0,,0.001658374792703151,,0.008291873963515755,,,,,,,0.001658374792703151,,0.004975124378109453,,,0.05472636815920398,0.8192371475953566,0.0912106135986733,0.01824212271973466
180,0.001364256480218281,,0.001364256480218281,,0.13096862210095497,,,,,,,0.3042291950886767,,0.0286493860845839,,,0.01227830832196453,0.12687585266030013,0.10914051841746249,0.28512960436562074
182,0.0,,0.0,,0.0,,,,,,,0.2409090909090909,,0.025,,,0.03636363636363636,0.5204545454545455,0.17272727272727273,0.004545454545454545
183,0.0009140767824497258,,0.02010968921389397,,0.03473491773308958,,,,,,,0.18555758683729434,,0.013711151736745886,,,0.019195612431444242,0.5859232175502742,0.12522851919561243,0.014625228519195612
184,0.0,,0.1627643504531722,,0.18693353474320243,,,,,,,0.034365558912386705,,0.011706948640483383,,,0.005287009063444109,0.5351208459214502,0.043429003021148035,0.02039274924471299
186,0.0,,0.01722972972972973,,0.35945945945945945,,,,,,,0.018243243243243244,,0.1837837837837838,,,0.006081081081081081,0.23817567567567569,0.11047297297297297,0.06655405405405405
187,0.0,,0.0,,0.0,,,,,,,0.39705882352941174,,0.0,,,0.03676470588235294,0.5147058823529411,0.051470588235294115,0.0
188,0.0,,0.0,,0.004728132387706856,,,,,,,0.5106382978723404,,0.04491725768321513,,,0.010638297872340425,0.1690307328605201,0.25177304964539005,0.008274231678486997
189,0.0,,0.0,,0.0031965903036760787,,,,,,,0.05647309536494406,,0.009589770911028236,,,0.020245071923281833,0.8204581779435269,0.06659563132658497,0.023441662226957913
19,0.0,,0.0,,0.001440922190201729,,,,,,,0.18659942363112392,,0.0223342939481268,,,0.09005763688760807,0.5886167146974063,0.0893371757925072,0.021613832853025938
190,0.0,,0.0049504950495049506,,0.10891089108910891,,,,,,,0.27821782178217824,,0.027722772277227723,,,0.019801980198019802,0.3594059405940594,0.18217821782178217,0.01881188118811881
191,0.0,,0.0,,0.10047281323877069,,,,,,,0.0,,0.21394799054373523,,,0.0,0.20094562647754138,0.26713947990543735,0.21749408983451538
192,0.0,,0.0019047619047619048,,0.012380952380952381,,,,,,,0.009523809523809525,,0.010476190476190476,,,0.31333333333333335,0.2714285714285714,0.33904761904761904,0.0419047619047619
193,0.0007027406886858749,,0.007027406886858749,,0.08081517919887561,,,,,,,0.0758959943780745,,0.06113843991567112,,,0.0035137034434293743,0.16092761770906536,0.4448348559381588,0.1651440618411806
194,0.0,,0.04230769230769231,,0.019230769230769232,,,,,,,0.698076923076923,,0.04038461538461539,,,0.023076923076923078,0.011538461538461539,0.13846153846153847,0.026923076923076925
196,0.002638522427440633,,0.002638522427440633,,0.051451187335092345,,,,,,,0.01978891820580475,,0.10026385224274406,,,0.09234828496042216,0.6226912928759895,0.10158311345646438,0.006596306068601583
198,0.0,,0.008344923504867872,,0.012517385257301807,,,,,,,0.022253129346314324,,0.055632823365785816,,,0.009735744089012517,0.7691237830319889,0.0917941585535466,0.030598052851182198
199,0.001890359168241966,,0.001890359168241966,,0.020793950850661626,,,,,,,0.30812854442344045,,0.015122873345935728,,,0.001890359168241966,0.1502835538752363,0.444234404536862,0.055765595463137994
2,0.0,,0.0030911901081916537,,0.03786707882534776,,,,,,,0.20942812982998454,,0.03709428129829984,,,0.0061823802163833074,0.43508500772797526,0.23261205564142196,0.03863987635239567
200,0.010101010101010102,,0.00202020202020202,,0.10707070707070707,,,,,,,0.46464646464646464,,0.03838383838383838,,,0.03232323232323232,0.18585858585858586,0.13333333333333333,0.026262626262626262
201,0.0,,0.000687757909215956,,0.019944979367262722,,,,,,,0.31980742778541954,,0.011004126547455296,,,0.13342503438789546,0.052269601100412656,0.3294360385144429,0.13342503438789546
202,0.0,,0.006696428571428571,,0.014508928571428572,,,,,,,0.32254464285714285,,0.03571428571428571,,,0.04241071428571429,0.022321428571428572,0.4609375,0.09486607142857142
205,0.00528169014084507,,0.0035211267605633804,,0.051056338028169015,,,,,,,0.3204225352112676,,0.14084507042253522,,,0.04401408450704225,0.07394366197183098,0.31866197183098594,0.04225352112676056
206,0.0,,0.006711409395973154,,0.06174496644295302,,,,,,,0.052348993288590606,,0.0026845637583892616,,,0.33557046979865773,0.4348993288590604,0.10067114093959731,0.005369127516778523
207,0.0,,0.0008904719501335708,,0.015138023152270703,,,,,,,0.5547640249332146,,0.019590382902938557,,,0.048975957257346395,0.12021371326803205,0.15138023152270705,0.08904719501335707
208,0.0,,0.0011074197120708748,,0.005537098560354375,,,,,,,0.592469545957918,,0.006644518272425249,,,0.028792912513842746,0.12292358803986711,0.15725359911406422,0.08527131782945736
209,0.0,,0.0015822784810126582,,0.0031645569620253164,,,,,,,0.2879746835443038,,0.01740506329113924,,,0.07436708860759493,0.30063291139240506,0.2974683544303797,0.01740506329113924
21,0.0,,0.013414634146341463,,0.05853658536585366,,,,,,,0.3304878048780488,,0.045121951219512194,,,0.0012195121951219512,0.09634146341463415,0.36829268292682926,0.08658536585365853
210,0.0,,0.0008305647840531562,,0.004152823920265781,,,,,,,0.1818936877076412,,0.01744186046511628,,,0.10132890365448505,0.5614617940199336,0.0872093023255814,0.04568106312292359
211,0.0,,0.0,,0.051470588235294115,,,,,,,0.29705882352941176,,0.041176470588235294,,,0.0,0.5,0.058823529411764705,0.051470588235294115
213,0.0,,0.0029985007496251873,,0.004497751124437781,,,,,,,0.7811094452773614,,0.025487256371814093,,,0.022488755622188907,0.020989505247376312,0.12743628185907047,0.014992503748125937
214,0.0,,0.0,,0.003968253968253968,,,,,,,0.626984126984127,,0.012896825396825396,,,0.060515873015873016,0.16170634920634921,0.13095238095238096,0.002976190476190476
215,0.0,,0.0,,0.005176876617773943,,,,,,,0.23209663503019845,,0.22260569456427956,,,0.010353753235547885,0.1630716134598792,0.34167385677308026,0.025021570319240724
216,0.0,,0.00129366106080207,,0.0258732212160414,,,,,,,0.062095730918499355,,0.02069857697283312,,,0.018111254851228976,0.7451487710219923,0.09961190168175937,0.027166882276843468
217,0.0,,0.016227180527383367,,0.06635757751376413,,,,,,,0.027238481599536367,,0.01303969863807592,,,0.12141408287452912,0.5595479571138801,0.18110692552883223,0.015068096203998842
219,0.0,,0.0016863406408094434,,0.016863406408094434,,,,,,,0.3145025295109612,,0.01854974704890388,,,0.12478920741989882,0.3440134907251265,0.13406408094435077,0.045531197301854974
222,0.0012787723785166241,,0.0038363171355498722,,0.026854219948849106,,,,,,,0.07289002557544758,,0.0319693094629156,,,0.18925831202046037,0.4411764705882353,0.12148337595907928,0.11125319693094629
223,0.0,,0.003468208092485549,,0.017341040462427744,,,,,,,0.04277456647398844,,0.058959537572254334,,,0.025433526011560695,0.7167630057803468,0.12254335260115606,0.012716763005780347
224,0.0020876826722338203,,0.14718162839248433,,0.15657620041753653,,,,,,,0.05636743215031315,,0.010438413361169102,,,0.09916492693110647,0.3862212943632568,0.10960334029227557,0.032359081419624215
225,0.0,,0.006,,0.02,,,,,,,0.03,,0.018,,,0.062,0.644,0.11,0.11
226,0.0,,0.00510204081632653,,0.03826530612244898,,,,,,,0.012755102040816327,,0.017857142857142856,,,0.23469387755102042,0.25510204081632654,0.12755102040816327,0.3086734693877551
227,0.0,,0.04148471615720524,,0.06986899563318777,,,,,,,0.23580786026200873,,0.013100436681222707,,,0.026200873362445413,0.44541484716157204,0.16375545851528384,0.004366812227074236
229,0.0,,0.0,,0.00425531914893617,,,,,,,0.05106382978723404,,0.02127659574468085,,,0.0,0.7617021276595745,0.09787234042553192,0.06382978723404255
23,0.0,,0.0021008403361344537,,0.12885154061624648,,,,,,,0.44537815126050423,,0.10084033613445378,,,0.008403361344537815,0.08053221288515407,0.062324929971988796,0.1715686274509804
230,0.0006854009595613434,,0.0,,0.045236463331048665,,,,,,,0.07333790267306374,,0.30637422892392047,,,0.011651816312542838,0.015764222069910898,0.38039753255654557,0.16655243317340646
232,0.0,,0.0,,0.011494252873563218,,,,,,,0.04367816091954023,,0.04482758620689655,,,0.004597701149425287,0.6160919540229886,0.23333333333333334,0.04597701149425287
233,0.0,,0.0,,0.08921161825726141,,,,,,,0.6390041493775933,,0.03319502074688797,,,0.007261410788381743,0.03734439834024896,0.11825726141078838,0.07572614107883817
234,0.0,,0.0,,0.029038112522686024,,,,,,,0.07078039927404718,,0.08348457350272233,,,0.025408348457350273,0.23774954627949182,0.13793103448275862,0.41560798548094374
236,0.0,,0.0,,0.005301524188204109,,,,,,,0.5208747514910537,,0.0006626905235255136,,,0.010603048376408217,0.33001988071570576,0.08482438701126574,0.04771371769383698
237,0.0,,0.0,,0.015262110152621102,,,,,,,0.35832780358327804,,0.0338420703384207,,,0.0165892501658925,0.48241539482415396,0.07498341074983411,0.0185799601857996
238,0.0,,0.0008745080891998251,,0.010056843025797988,,,,,,,0.2728465238303454,,0.043725404459991256,,,0.1884564932225623,0.27678181023174464,0.1674682990817665,0.03979011805859204
24,0.0,,0.0,,0.00408997955010225,,,,,,,0.1574642126789366,,0.002044989775051125,,,0.18813905930470348,0.5930470347648262,0.049079754601226995,0.006134969325153374
240,0.0,,0.0055658627087198514,,0.08905380333951762,,,,,,,0.3098330241187384,,0.011131725417439703,,,0.03153988868274583,0.2560296846011132,0.14842300556586271,0.14842300556586271
241,0.0,,0.0,,0.04269972451790634,,,,,,,0.5454545454545454,,0.02066115702479339,,,0.0,0.06611570247933884,0.01790633608815427,0.3071625344352617
242,0.006796116504854369,,0.003883495145631068,,0.15436893203883495,,,,,,,0.4349514563106796,,0.040776699029126215,,,0.000970873786407767,0.1679611650485437,0.11650485436893204,0.07378640776699029
243,0.0,,0.0020242914979757085,,0.022267206477732792,,,,,,,0.07692307692307693,,0.018218623481781375,,,0.2854251012145749,0.20445344129554655,0.2935222672064777,0.09716599190283401
244,0.0,,0.0005858230814294083,,0.0029291154071470417,,,,,,,0.4007029876977153,,0.015817223198594025,,,0.2601054481546573,0.16403046280023434,0.14001171646162858,0.015817223198594025
245,0.018018018018018018,,0.011583011583011582,,0.12226512226512226,,,,,,,0.16988416988416988,,0.08236808236808237,,,0.015444015444015444,0.2548262548262548,0.22007722007722008,0.10553410553410554
