Patient,20,21,CD20 B cell,CD209+ imm.,CD3 T cell,CD4 T cell,CD44+ str.,CD8 T cell,ColI+ FB,Dendritic cell,FB,FN+ FB,FoxP3 Treg,Macrophage,NK cell,Neutrophil,Pericyte SMA+FB,Quies. str.,Vim+ FB,endothelial
246,0.0,,0.0,,0.035211267605633804,,,,,,,0.15492957746478872,,0.18309859154929578,,,0.035211267605633804,0.2887323943661972,0.15492957746478872,0.14788732394366197
247,0.0,,0.001226241569589209,,0.002452483139178418,,,,,,,0.054567749846719804,,0.12936848559166156,,,0.25199264255058246,0.351931330472103,0.161250766400981,0.04721030042918455
248,0.0,,0.008241758241758242,,0.013736263736263736,,,,,,,0.013736263736263736,,0.03021978021978022,,,0.08241758241758242,0.728021978021978,0.12087912087912088,0.0027472527472527475
25,0.0,,0.0,,0.0061162079510703364,,,,,,,0.03669724770642202,,0.01529051987767584,,,0.09480122324159021,0.6146788990825688,0.22629969418960244,0.0061162079510703364
250,0.0,,0.003464203233256351,,0.008083140877598153,,,,,,,0.2956120092378753,,0.025404157043879907,,,0.07159353348729793,0.2066974595842956,0.3695150115473441,0.019630484988452657
251,0.0,,0.0,,0.002699055330634278,,,,,,,0.17408906882591094,,0.002699055330634278,,,0.08771929824561403,0.6234817813765182,0.10661268556005399,0.002699055330634278
252,0.002150537634408602,,0.001075268817204301,,0.04516129032258064,,,,,,,0.07419354838709677,,0.02903225806451613,,,0.04946236559139785,0.710752688172043,0.07204301075268817,0.016129032258064516
253,0.0,,0.013493253373313344,,0.01199400299850075,,,,,,,0.044977511244377814,,0.0,,,0.34332833583208394,0.41379310344827586,0.1664167916041979,0.005997001499250375
254,0.0,,0.00332667997338656,,0.011310711909514305,,,,,,,0.18363273453093812,,0.01929474384564205,,,0.16899534264803726,0.3925482368596141,0.15036593479707253,0.07052561543579508
256,0.0006381620931716656,,0.0,,0.003190810465858328,,,,,,,0.11104020421186982,,0.04530950861518826,,,0.052967453733248245,0.30887045309508615,0.4409700063816209,0.037013401403956606
257,0.0,,0.0016722408026755853,,0.020066889632107024,,,,,,,0.028428093645484948,,0.14715719063545152,,,0.03511705685618729,0.5652173913043478,0.12040133779264214,0.08193979933110368
258,0.0,,0.009825327510917031,,0.019650655021834062,,,,,,,0.001091703056768559,,0.025109170305676855,,,0.08187772925764192,0.6746724890829694,0.15829694323144106,0.02947598253275109
259,0.0,,0.0027002700270027003,,0.052205220522052204,,,,,,,0.17371737173717372,,0.09540954095409541,,,0.019801980198019802,0.12331233123312331,0.48064806480648065,0.052205220522052204
26,0.0,,0.004424778761061947,,0.004424778761061947,,,,,,,0.5376106194690266,,0.08849557522123894,,,0.004424778761061947,0.08849557522123894,0.25663716814159293,0.015486725663716814
260,0.0017825311942959,,0.0017825311942959,,0.026737967914438502,,,,,,,0.44919786096256686,,0.05169340463458111,,,0.0017825311942959,0.06951871657754011,0.3404634581105169,0.0570409982174688
261,0.0,,0.0007501875468867217,,0.16804201050262565,,,,,,,0.014253563390847712,,0.1485371342835709,,,0.015753938484621154,0.5086271567891973,0.05401350337584396,0.0900225056264066
265,0.0,,0.0,,0.0,,,,,,,0.01282051282051282,,0.02564102564102564,,,0.11538461538461539,0.6025641025641025,0.21794871794871795,0.02564102564102564
267,0.0,,0.0018587360594795538,,0.0055762081784386614,,,,,,,0.16728624535315986,,0.026022304832713755,,,0.046468401486988845,0.5799256505576208,0.15055762081784388,0.022304832713754646
269,0.0,,0.0007369196757553427,,0.004421518054532056,,,,,,,0.18717759764185704,,0.08327192336035372,,,0.23581429624170966,0.27044952100221076,0.1658069270449521,0.05232129697862933
27,0.0021691973969631237,,0.0,,0.0021691973969631237,,,,,,,0.21258134490238612,,0.13449023861171366,,,0.0368763557483731,0.28199566160520606,0.23644251626898047,0.09327548806941431
270,0.0018726591760299626,,0.0018726591760299626,,0.250936329588015,,,,,,,0.25374531835205993,,0.035580524344569285,,,0.0,0.21722846441947566,0.0749063670411985,0.16385767790262173
272,0.0007955449482895784,,0.0007955449482895784,,0.03818615751789976,,,,,,,0.1949085123309467,,0.046937151949085126,,,0.00477326968973747,0.06205250596658711,0.6054097056483692,0.046141607000795545
274,0.0,,0.00510204081632653,,0.03826530612244898,,,,,,,0.4362244897959184,,0.002551020408163265,,,0.0663265306122449,0.3647959183673469,0.08163265306122448,0.00510204081632653
276,0.0,,0.002178649237472767,,0.05010893246187364,,,,,,,0.10021786492374728,,0.04139433551198257,,,0.0196078431372549,0.4074074074074074,0.12418300653594772,0.2549019607843137
28,0.0,,0.00041425020712510354,,0.004971002485501243,,,,,,,0.1267605633802817,,0.028583264291632146,,,0.28417564208782103,0.20381110190555096,0.32021541010770505,0.03106876553438277
282,0.0,,0.0,,0.003787878787878788,,,,,,,0.12878787878787878,,0.03598484848484849,,,0.007575757575757576,0.20833333333333334,0.5227272727272727,0.0928030303030303
283,0.0,,0.001092896174863388,,0.08633879781420765,,,,,,,0.03169398907103825,,0.015300546448087432,,,0.007650273224043716,0.7956284153005464,0.04262295081967213,0.019672131147540985
284,0.0,,0.01308139534883721,,0.1308139534883721,,,,,,,0.2936046511627907,,0.09011627906976744,,,0.03197674418604651,0.24563953488372092,0.13226744186046513,0.0625
285,0.0,,0.0,,0.002886002886002886,,,,,,,0.7691197691197691,,0.06637806637806638,,,0.01443001443001443,0.05772005772005772,0.07936507936507936,0.010101010101010102
29,0.0,,0.0,,0.0037313432835820895,,,,,,,0.041044776119402986,,0.0,,,0.0,0.9253731343283582,0.029850746268656716,0.0
3,0.0,,0.001184834123222749,,0.011848341232227487,,,,,,,0.5071090047393365,,0.07701421800947868,,,0.0071090047393364926,0.037914691943127965,0.34360189573459715,0.014218009478672985
31,0.0,,0.0007604562737642585,,0.0,,,,,,,0.19391634980988592,,0.0045627376425855515,,,0.05855513307984791,0.6448669201520912,0.09201520912547528,0.00532319391634981
33,0.0,,0.05997693194925029,,0.2095347943098808,,,,,,,0.02191464821222607,,0.06189926951172626,,,0.0019223375624759708,0.21299500192233756,0.27989234909650135,0.1518646674356017
34,0.0,,0.0,,0.01899441340782123,,,,,,,0.6044692737430167,,0.035754189944134075,,,0.02011173184357542,0.08156424581005586,0.22905027932960895,0.01005586592178771
37,0.0,,0.0,,0.015037593984962405,,,,,,,0.06315789473684211,,0.04661654135338346,,,0.03308270676691729,0.4105263157894737,0.3744360902255639,0.05714285714285714
38,0.0,,0.0,,0.016129032258064516,,,,,,,0.018433179723502304,,0.39631336405529954,,,0.0,0.01152073732718894,0.0,0.5576036866359447
39,0.0,,0.0011695906432748538,,0.0152046783625731,,,,,,,0.5567251461988304,,0.026900584795321637,,,0.012865497076023392,0.19415204678362574,0.11695906432748537,0.07602339181286549
4,0.0,,0.0,,0.0,,,,,,,0.9369538077403246,,0.010611735330836454,,,0.0,0.004369538077403246,0.02247191011235955,0.025593008739076155
40,0.0,,0.005970149253731343,,0.046766169154228855,,,,,,,0.12238805970149254,,0.014925373134328358,,,0.06965174129353234,0.4955223880597015,0.19800995024875623,0.046766169154228855
41,0.0,,0.0,,0.0014925373134328358,,,,,,,0.19402985074626866,,0.010447761194029851,,,0.07462686567164178,0.37910447761194027,0.3328358208955224,0.007462686567164179
42,0.0,,0.0,,0.004024144869215292,,,,,,,0.05835010060362173,,0.06237424547283702,,,0.09054325955734406,0.4869215291750503,0.22736418511066397,0.07042253521126761
43,0.002506265664160401,,0.1111111111111111,,0.441938178780284,,,,,,,0.01921470342522974,,0.04177109440267335,,,0.01086048454469507,0.24394319131161235,0.0960735171261487,0.03258145363408521
44,0.0011111111111111111,,0.0,,0.035555555555555556,,,,,,,0.3022222222222222,,0.06333333333333334,,,0.06444444444444444,0.2288888888888889,0.13333333333333333,0.1711111111111111
45,0.0,,0.0,,0.011857707509881422,,,,,,,0.015810276679841896,,0.019762845849802372,,,0.001976284584980237,0.8557312252964426,0.045454545454545456,0.04940711462450593
46,0.0,,0.005257623554153523,,0.07886435331230283,,,,,,,0.05362776025236593,,0.050473186119873815,,,0.002103049421661409,0.6740273396424816,0.09989484752891693,0.035751840168243953
47,0.0,,0.0006858710562414266,,0.037037037037037035,,,,,,,0.3100137174211248,,0.13717421124828533,,,0.003429355281207133,0.029492455418381344,0.4272976680384088,0.05486968449931413
48,0.0,,0.0027739251040221915,,0.0013869625520110957,,,,,,,0.03467406380027739,,0.11095700416088766,,,0.0,0.7614424410540915,0.044382801664355064,0.044382801664355064
50,0.0,,0.0,,0.0691114245416079,,,,,,,0.25011753643629525,,0.009873060648801129,,,0.027268453220498354,0.10672308415608839,0.09120827456511518,0.44569816643159377
51,0.0,,0.0014265335235378032,,0.008559201141226819,,,,,,,0.19543509272467904,,0.1783166904422254,,,0.008559201141226819,0.5206847360912982,0.06562054208273894,0.021398002853067047
53,0.0,,0.003006012024048096,,0.002004008016032064,,,,,,,0.33266533066132264,,0.017034068136272545,,,0.050100200400801605,0.5290581162324649,0.052104208416833664,0.014028056112224449
54,0.000791765637371338,,0.0,,0.004750593824228029,,,,,,,0.0166270783847981,,0.043547110055423596,,,0.10926365795724466,0.7110055423594616,0.05859065716547902,0.055423594615993665
55,0.0,,0.0026845637583892616,,0.008053691275167786,,,,,,,0.7006711409395974,,0.028187919463087248,,,0.009395973154362415,0.11275167785234899,0.12751677852348994,0.010738255033557046
56,0.0,,0.008005336891260841,,0.03268845897264843,,,,,,,0.1180787191460974,,0.02334889926617745,,,0.01467645096731154,0.7391594396264176,0.05670446964643095,0.00733822548365577
57,0.0,,0.05555555555555555,,0.07530864197530865,,,,,,,0.1111111111111111,,0.0012345679012345679,,,0.145679012345679,0.4777777777777778,0.10617283950617284,0.027160493827160494
58,0.0,,0.03816793893129771,,0.1628498727735369,,,,,,,0.011450381679389313,,0.043256997455470736,,,0.021628498727735368,0.6361323155216285,0.05343511450381679,0.03307888040712468
59,0.0,,0.0010548523206751054,,0.002109704641350211,,,,,,,0.006329113924050633,,0.027426160337552744,,,0.008438818565400843,0.7278481012658228,0.09915611814345991,0.12763713080168776
6,0.0,,0.038461538461538464,,0.04,,,,,,,0.36153846153846153,,0.015384615384615385,,,0.13076923076923078,0.18769230769230769,0.19692307692307692,0.02923076923076923
60,0.0,,0.0,,0.0035398230088495575,,,,,,,0.2884955752212389,,0.03716814159292035,,,0.16991150442477876,0.16283185840707964,0.3238938053097345,0.01415929203539823
61,0.0006165228113440197,,0.0030826140567200987,,0.007398273736128237,,,,,,,0.03884093711467324,,0.3958076448828607,,,0.02836004932182491,0.33353884093711467,0.17879161528976573,0.013563501849568433
63,0.0,,0.0029069767441860465,,0.01744186046511628,,,,,,,0.3168604651162791,,0.014534883720930232,,,0.02616279069767442,0.38953488372093026,0.1511627906976744,0.08139534883720931
64,0.0,,0.026907630522088354,,0.06506024096385542,,,,,,,0.04136546184738956,,0.09437751004016064,,,0.020883534136546186,0.44538152610441767,0.21887550200803213,0.08714859437751005
67,0.0,,0.03623949579831933,,0.2542016806722689,,,,,,,0.210609243697479,,0.06407563025210083,,,0.007352941176470588,0.08298319327731092,0.2935924369747899,0.050945378151260504
68,0.0,,0.005226480836236934,,0.003484320557491289,,,,,,,0.44860627177700346,,0.01916376306620209,,,0.10627177700348432,0.13850174216027875,0.23780487804878048,0.040940766550522645
7,0.0,,0.0006622516556291391,,0.003973509933774834,,,,,,,0.10662251655629139,,0.0,,,0.015231788079470199,0.8291390728476821,0.04039735099337748,0.003973509933774834
70,0.0,,0.00449582530507386,,0.06551059730250482,,,,,,,0.029543994861913937,,0.03468208092485549,,,0.0038535645472061657,0.7129094412331407,0.14193962748876043,0.007064868336544637
71,0.0,,0.0,,0.0012484394506866417,,,,,,,0.2858926342072409,,0.003745318352059925,,,0.003745318352059925,0.5980024968789014,0.03745318352059925,0.06991260923845194
72,0.0,,0.0,,0.017142857142857144,,,,,,,0.43142857142857144,,0.13428571428571429,,,0.007142857142857143,0.15285714285714286,0.23142857142857143,0.025714285714285714
73,0.0,,0.013848396501457727,,0.11151603498542274,,,,,,,0.12026239067055394,,0.06997084548104957,,,0.013848396501457727,0.2755102040816326,0.3462099125364432,0.048833819241982504
74,0.0,,0.005780346820809248,,0.011560693641618497,,,,,,,0.14450867052023122,,0.1791907514450867,,,0.17341040462427745,0.057803468208092484,0.3352601156069364,0.09248554913294797
75,0.004259850905218318,,0.1501597444089457,,0.3503727369542066,,,,,,,0.06070287539936102,,0.042598509052183174,,,0.027689030883919063,0.15122470713525027,0.11182108626198083,0.10117145899893504
77,0.0025252525252525255,,0.003367003367003367,,0.013468013468013467,,,,,,,0.30134680134680136,,0.007575757575757576,,,0.0,0.3653198653198653,0.3063973063973064,0.0
8,0.0006811989100817438,,0.0020435967302452314,,0.006811989100817439,,,,,,,0.3630790190735695,,0.12057220708446867,,,0.019754768392370572,0.0946866485013624,0.3726158038147139,0.019754768392370572
80,0.0,,0.0005797101449275362,,0.002898550724637681,,,,,,,0.32,,0.011014492753623189,,,0.04115942028985507,0.312463768115942,0.22144927536231884,0.09043478260869565
81,0.0,,0.0,,0.0,,,,,,,0.5444234404536862,,0.007561436672967864,,,0.05860113421550094,0.23440453686200377,0.15311909262759923,0.001890359168241966
82,0.0005433306166802499,,0.016843249117087747,,0.15892420537897312,,,,,,,0.02852485737571312,,0.017929910350448247,,,0.004618310241782124,0.6460201032328172,0.028253192067372996,0.09834284161912524
83,0.0002894356005788712,,0.035021707670043416,,0.2361794500723589,,,,,,,0.04052098408104197,,0.030101302460202605,,,0.0914616497829233,0.4092619392185239,0.13487698986975397,0.022286541244573084
84,0.0,,0.07848837209302326,,0.10562015503875968,,,,,,,0.06201550387596899,,0.0029069767441860465,,,0.0048449612403100775,0.6405038759689923,0.04844961240310078,0.05717054263565891
86,0.0,,0.0032679738562091504,,0.004901960784313725,,,,,,,0.18790849673202614,,0.02287581699346405,,,0.013071895424836602,0.6323529411764706,0.08333333333333333,0.05228758169934641
87,0.0,,0.0,,0.0018832391713747645,,,,,,,0.71939736346516,,0.013182674199623353,,,0.0696798493408663,0.018832391713747645,0.160075329566855,0.01694915254237288
89,0.0,,0.0012453300124533001,,0.0410958904109589,,,,,,,0.0024906600249066002,,0.2696139476961395,,,0.16376089663760895,0.4900373599003736,0.0273972602739726,0.0043586550435865505
9,0.0,,0.0,,0.0043859649122807015,,,,,,,0.46271929824561403,,0.017543859649122806,,,0.03508771929824561,0.21271929824561403,0.24780701754385964,0.019736842105263157
90-13787-A,,,0.007716590669940372,,,0.2725359522974395,0.002104524728165556,0.045247281655559454,0.0,,0.00175377060680463,,,0.031217116801122415,,,,0.16766047001052262,0.47001052262364085,0.00175377060680463
90-21775-1C,,,0.0012547051442910915,,,0.029903805938937683,0.0671267252195734,0.01547469677959013,0.6994981179422836,,0.11606022584692598,,,0.002091175240485153,,,,0.005018820577164366,0.02132998745294856,0.04224173985780008
90-526-2M,,,0.0004391743522178305,,,0.1080368906455863,0.010979358805445762,0.016249451032059728,0.0004391743522178305,,0.01756697408871322,,,0.0922266139657444,,,,0.16644707949055776,0.5849802371541502,0.002635046113306983
90-8392-1A,,,0.0003812428516965307,,,0.2337018680899733,0.05375524208921083,0.06843309187952726,0.0,,0.03373999237514297,,,0.11704155547083492,,,,0.09073579870377431,0.39916126572626764,0.0030499428135722455
91,0.0,,0.0,,0.0035419126328217238,,,,,,,0.6623376623376623,,0.023612750885478158,,,0.0,0.07674144037780402,0.18890200708382526,0.0448642266824085
91-14419-FSC,,,0.0,,,0.02702702702702703,0.013513513513513514,0.0,0.0,,0.0,,,0.04054054054054054,,,,0.7702702702702703,0.14864864864864866,0.0
91-19553-2A,,,0.001968503937007874,,,0.12401574803149606,0.000984251968503937,0.007874015748031496,0.000984251968503937,,0.05216535433070866,,,0.08858267716535433,,,,0.17716535433070865,0.4498031496062992,0.09645669291338582
91-21790-2D,,,0.0,,,0.12082670906200318,0.019077901430842606,0.05087440381558029,0.000794912559618442,,0.001589825119236884,,,0.06041335453100159,,,,0.1359300476947536,0.589825119236884,0.02066772655007949
91-4045-F,,,0.0005257623554153522,,,0.1377497371188223,0.00473186119873817,0.08201892744479496,0.0,,0.012092534174553101,,,0.08727655099894847,,,,0.12933753943217666,0.5368033648790747,0.00946372239747634
92-10570-2E,,,0.0006879944960440316,,,0.12727898176814587,0.058135534915720675,0.034055727554179564,0.0,,0.004471964224286206,,,0.07980736154110767,,,,0.2081183350533196,0.48366013071895425,0.003783969728242174
92-16604-B,,,0.00522128294380905,,,0.278468423669816,0.012182993535554451,0.048980606663351564,0.0,,0.0027349577324714074,,,0.01914470412729985,,,,0.5638985579313774,0.06190949776230731,0.007458975634012929
92-20731-A,,,0.004664484451718494,,,0.3067921440261866,0.04288052373158756,0.040589198036006545,0.0,,0.0,,,0.18764320785597383,,,,0.120949263502455,0.2949263502454992,0.0015548281505728314
92-28299-1B,,,0.07860262008733625,,,0.13925278990781173,0.005337214944201844,0.016982047549733138,0.005822416302765648,,0.015041242115477924,,,0.06744298884036876,,,,0.15089762251334304,0.4949053857350801,0.025715672003881612
93-15874-A,,,0.002285341168788769,,,0.12014365001632386,0.02513875285667646,0.031015344433561867,0.0,,0.001632386549134835,,,0.0574600065295462,,,,0.5860267711394058,0.17597126999673524,0.000326477309826967
93-21557-1A,,,0.059430931620009175,,,0.3497016980266177,0.007572280862781092,0.14983937586048646,0.0,,0.0013767783386874712,,,0.07251032583754016,,,,0.09683340982101882,0.26204681046351536,0.0006883891693437356
93-24333-1B,,,0.01102077687443541,,,0.3176151761517615,0.0032520325203252032,0.2917795844625113,0.0,,0.0,,,0.028545618789521228,,,,0.07678410117434507,0.2682926829268293,0.0027100271002710027
93-9531-1A,,,0.0,,,0.0,0.011705685618729096,0.23411371237458195,0.0016722408026755853,,0.026755852842809364,,,0.046822742474916385,,,,0.205685618729097,0.4531772575250836,0.020066889632107024
94,0.0,,0.0,,0.066,,,,,,,0.316,,0.024,,,0.042,0.2,0.263,0.089
94-2575-1B,,,0.0,,,0.0,0.0,0.015151515151515152,0.0,,0.0,,,0.0,,,,0.7348484848484849,0.24242424242424243,0.007575757575757576
94-3557-A,,,0.0,,,0.014511873350923483,0.002638522427440633,0.009234828496042216,0.0395778364116095,,0.16226912928759896,,,0.0079155672823219,,,,0.032981530343007916,0.7308707124010554,0.0
94-6524-1F,,,0.0018842069201781431,,,0.47019527235354575,0.017814319972593355,0.08838643371017471,0.0,,0.008735868448098663,,,0.0842754367934224,,,,0.14131551901336073,0.1695786228160329,0.017814319972593355
94-7523-1B,,,0.0,,,0.0856269113149847,0.009938837920489297,0.017584097859327217,0.0,,0.0040137614678899085,,,0.1420107033639144,,,,0.22438837920489296,0.5009556574923547,0.01548165137614679
95,0.0,,0.0,,0.007789678675754625,,,,,,,0.4595910418695229,,0.09250243427458617,,,0.043816942551119765,0.044790652385589096,0.3047711781888997,0.04673807205452775
95-12547-3A,,,0.0,,,0.2503635985871598,0.02991896945771868,0.05983793891543736,0.0,,0.008103054228132142,,,0.10617078745065447,,,,0.28028256804487844,0.2628298358612092,0.00249324745480989
96-14307-G,,,0.013559322033898305,,,0.12372881355932204,0.07203389830508475,0.07288135593220339,0.001694915254237288,,0.07457627118644068,,,0.017796610169491526,,,,0.21779661016949153,0.36186440677966103,0.04406779661016949
96-17407-C,,,0.0,,,0.1528627015008338,0.0033351862145636463,0.05113952195664258,0.0005558643690939411,,0.02056698165647582,,,0.030572540300166758,,,,0.1934408004446915,0.40689271817676487,0.1406336853807671
96-9792-1I,,,0.00010908694229300753,,,0.37285916875749975,0.08672411912294098,0.037198647321915565,0.0033816952110832335,,0.027271735573251882,,,0.15981237045925603,,,,0.07516090323988218,0.22722810079633468,0.010254172575542708
97,0.0,,0.0,,0.0,,,,,,,0.17361894024802707,,0.02818489289740699,,,0.014656144306651634,0.23449830890642615,0.52423900789177,0.02480270574971815
97-11719-4D,,,0.0011154489682097045,,,0.27844394868934746,0.07431678750697156,0.02844394868934746,0.012688232013385387,,0.10122699386503067,,,0.15225878416062466,,,,0.043781372002230895,0.2753764640267708,0.03234802007808143
97-15244-1H,,,0.017448856799037304,,,0.40794223826714804,0.05415162454873646,0.01263537906137184,0.0,,0.0048134777376654635,,,0.015643802647412757,,,,0.29001203369434414,0.14139590854392298,0.05595667870036101
97-17471-1D,,,0.0,,,0.009205983889528193,0.005178365937859608,0.01611047180667434,0.10529344073647871,,0.056962025316455694,,,0.013233601841196778,,,,0.006329113924050633,0.7686996547756041,0.0189873417721519
97-19088-2K,,,0.0,,,0.16888045540796964,0.0018975332068311196,0.04933586337760911,0.019924098671726755,,0.14041745730550284,,,0.031309297912713474,,,,0.07115749525616698,0.5028462998102466,0.014231499051233396
97-8115-B,,,0.0,,,0.004987531172069825,0.18952618453865336,0.0024937655860349127,0.0,,0.0,,,0.14214463840399003,,,,0.456359102244389,0.14463840399002495,0.059850374064837904
98,0.0,,0.0,,0.003305785123966942,,,,,,,0.0859504132231405,,0.0049586776859504135,,,0.21818181818181817,0.509090909090909,0.15537190082644628,0.023140495867768594
98-10384-2E,,,0.0,,,0.015723270440251572,0.007861635220125786,0.011292166952544312,0.48813607775871926,,0.046883933676386505,,,0.003001715265866209,,,,0.002715837621497999,0.4073756432246998,0.01700971983990852
98-15913-C,,,0.0,,,0.013089005235602094,0.02281226626776365,0.0018698578908002991,0.002243829468960359,,0.2973074046372476,,,0.0029917726252804786,,,,0.3511593118922962,0.287584143605086,0.020942408376963352
98-22711-1F,,,0.00041597337770382697,,,0.044509151414309486,0.00956738768718802,0.04492512479201331,0.008735440931780365,,0.15973377703826955,,,0.08402662229617304,,,,0.0802828618968386,0.540765391014975,0.027038269550748752
98-9915-4O/N,,,0.05074230002215821,,,0.2548194105916242,0.0551739419454908,0.02614668734766231,0.0,,0.0031021493463328164,,,0.031907821847994684,,,,0.14225570573897628,0.3598493241746067,0.076002658985154
99-23192-1B,,,0.00019157088122605365,,,0.11187739463601533,0.0030651340996168583,0.02586206896551724,0.009386973180076629,,0.2396551724137931,,,0.011685823754789272,,,,0.20191570881226054,0.32375478927203066,0.07260536398467433
99-3530-2D,,,0.1166683678677146,,,0.6334592222108809,0.01694396243748086,0.04440134735122997,0.00010207206287639073,,0.006328467898336226,,,0.01398387261406553,,,,0.0782892722261917,0.07788098397468612,0.011942431356537716
99-6921-F,,,0.0,,,0.16772554002541296,0.14930114358322744,0.025412960609911054,0.0,,0.0044472681067344345,,,0.14930114358322744,,,,0.0781448538754765,0.386277001270648,0.03939008894536213
Apr-64,,,0.0009084714967067908,,,0.2850329320917556,0.006813536225300931,0.07199636611401317,0.01090165796048149,,0.025210084033613446,,,0.05541676129911424,,,,0.006132182602770838,0.30320236202589146,0.23438564615035204
JP-TMA2-1_scene01,,,0.0,,,0.0326605504587156,0.12293577981651377,0.001834862385321101,0.0,,0.0007339449541284404,,,0.06862385321100918,,,,0.13688073394495412,0.5933944954128441,0.04293577981651376
JP-TMA2-1_scene02,,,0.0,,,0.021148036253776436,0.0030211480362537764,0.0055387713997985906,0.0010070493454179255,,0.44813695871097686,,,0.013595166163141994,,,,0.08811681772406849,0.35850956696878145,0.06092648539778449
JP-TMA2-1_scene03,,,0.0015267175572519084,,,0.03206106870229008,0.0061068702290076335,0.04122137404580153,0.07022900763358779,,0.23206106870229007,,,0.0183206106870229,,,,0.37709923664122136,0.0916030534351145,0.1297709923664122
JP-TMA2-1_scene04,,,0.0,,,0.03361344537815126,0.008403361344537815,0.1092436974789916,0.0,,0.0,,,0.05042016806722689,,,,0.5210084033613446,0.19327731092436976,0.08403361344537816
JP-TMA2-1_scene05,,,0.0,,,0.030349013657056147,0.010622154779969651,0.005058168942842691,0.16793120890237734,,0.0738492665655033,,,0.01719777440566515,,,,0.005058168942842691,0.65402124430956,0.035912999494183105
JP-TMA2-1_scene06,,,0.0010395010395010396,,,0.12162162162162163,0.0420997920997921,0.029106029106029108,0.4604989604989605,,0.11174636174636175,,,0.05353430353430354,,,,0.02442827442827443,0.059251559251559255,0.09667359667359668
JP-TMA2-1_scene07,,,0.018570851836899476,,,0.3072264836495761,0.20589422688736375,0.05369398465886153,0.0,,0.016552280985062576,,,0.2410173597093258,,,,0.05853855470327009,0.022607993540573273,0.07589826402906742
JP-TMA2-1_scene08,,,0.0,,,0.02127659574468085,0.005319148936170213,0.09042553191489362,0.0,,0.06382978723404255,,,0.3191489361702128,,,,0.2553191489361702,0.22872340425531915,0.015957446808510637
JP-TMA2-1_scene09,,,0.0012303906490310674,,,0.015379883112888341,0.21777914487849892,0.002153183635804368,0.1707167025530606,,0.3515841279606275,,,0.0,,,,0.031067363888034452,0.18794217163949553,0.02214703168255921
JP-TMA2-1_scene10,,,0.001819599688068625,,,0.03769170782427866,0.0028593709383935534,0.003899142188718482,0.5362620223550819,,0.31842994541200936,,,0.024174681570054587,,,,0.01221731219131791,0.03665193657395373,0.02599428125812321
JP-TMA2-1_scene11,,,0.001001401962747847,,,0.0935309433206489,0.8301622271179652,0.039254956939715605,0.0,,0.0012016823552974164,,,0.0018025235329461246,,,,0.0014019627478469858,0.01001401962747847,0.021630282395353494
JP-TMA2-1_scene12,,,0.0,,,0.0449438202247191,0.11610486891385768,0.13108614232209737,0.0,,0.003745318352059925,,,0.011235955056179775,,,,0.4606741573033708,0.2247191011235955,0.00749063670411985
JP-TMA2-1_scene13,,,0.0,,,0.07033898305084746,0.00847457627118644,0.030508474576271188,0.0,,0.005932203389830509,,,0.0847457627118644,,,,0.32033898305084746,0.4152542372881356,0.06440677966101695
JP-TMA2-1_scene14,,,0.0007830853563038371,,,0.0274079874706343,0.0,0.01957713390759593,0.0,,0.07674236491777604,,,0.02192638997650744,,,,0.6397807361002349,0.15974941268598278,0.05403288958496476
JP-TMA2-1_scene15,,,0.09995404411764706,,,0.25965073529411764,0.4046415441176471,0.06410845588235294,0.00022977941176470588,,0.008731617647058824,,,0.07996323529411764,,,,0.022518382352941176,0.003446691176470588,0.05675551470588235
JP-TMA2-1_scene16,,,0.0,,,0.011194029850746268,0.022388059701492536,0.007462686567164179,0.585820895522388,,0.1287313432835821,,,0.1921641791044776,,,,0.0037313432835820895,0.03544776119402985,0.013059701492537313
JP-TMA2-1_scene17,,,0.026954177897574125,,,0.431266846361186,0.024932614555256066,0.09838274932614555,0.0,,0.0,,,0.1509433962264151,,,,0.0963611859838275,0.09231805929919137,0.07884097035040431
